BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,EYB,STORIES,SALEDATE,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,SOURCE,CMPLX_NUM,LIVING_GBA,FULLADDRESS,CITY,STATE,ZIPCODE,NATIONALGRID,LATITUDE,LONGITUDE,ASSESSMENT_NBHD,ASSESSMENT_SUBNBHD,CENSUS_TRACT,CENSUS_BLOCK,WARD,SQUARE,X,Y,QUADRANT
1,0,Ht Pump,Y,,3,1,2006.0,2006.0,2006,,2017-07-03 00:00:00,658000.0,Q,5,,1,,,,,,,,,0,17,270,2018-07-22 18:01:38,Condominium,1782.0,826.0,,,,20037.0,,38.904215115,-77.05203011,Central-tri 1,,5500.0,,Ward 2,25.0,-77.05203241014068,38.90422257031519,NW
1,0,Ht Pump,Y,,5,2,1942.0,1982.0,1942,,2011-09-15 00:00:00,399999.0,Q,1,,1,,,,,,,,,0,16,1698,2018-07-22 18:01:38,Condominium,1066.0,1317.0,,,,20016.0,,38.93690265,-77.07824168,Cleveland Park,,1002.0,,Ward 3,1798.0,-77.07824397947405,38.93691011131881,NW
1,0,Forced Air,Y,,2,0,1959.0,2007.0,1959,,2010-09-16 00:00:00,195000.0,Q,1,,1,,,,,,,,,0,17,205,2018-07-22 18:01:38,Condominium,2838.0,478.0,,,,20024.0,,38.88082098,-77.01427073,Southwest Waterfront,,10500.0,,Ward 6,540.0,-77.0142730131491,38.8808284329871,SW
1,0,Forced Air,N,1.0,5,2,1950.0,,1950,2.0,,,U,1,862.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,13,2286,2018-07-22 18:01:43,Residential,,,6600 BLAIR ROAD NW,WASHINGTON,DC,20012.0,18S UJ 25416 15388,38.97008129,-77.01523333,Chillum,,1702.0,001702 1021,Ward 4,3346.0,-77.01565787403605,38.970506519879535,NW
1,0,Hot Water Rad,N,1.0,7,3,1923.0,,1943,2.0,2001-06-29 00:00:00,155000.0,U,1,1170.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,1296,2018-07-22 18:01:43,Residential,,,513 LONGFELLOW STREET NW,WASHINGTON,DC,20011.0,18S UJ 24927 14022,38.95767882,-77.02052571,Petworth,042 B Petworth,2101.0,002101 1008,Ward 4,3206.0,-77.02121326080646,38.95794662775796,NW
3,1,Warm Cool,Y,1.0,11,6,1920.0,2015.0,1972,2.5,,,U,1,3024.0,1,2.5 Story Fin,Single,Very Good,Good,Wood Siding,Slate,Hardwood,1.0,1,12,5155,2018-07-22 18:01:43,Residential,,,3723 INGOMAR STREET NW,WASHINGTON,DC,20015.0,18S UJ 20304 14224,38.95856503,-77.0739036,Chevy Chase,011 A Chevy Chase,1100.0,001100 3000,Ward 3,1875.0,-77.07326969664607,38.95883926330855,NW
2,0,Ht Pump,Y,,4,2,1911.0,1985.0,1911,,2015-03-02 00:00:00,437500.0,Q,3,,1,,,,,,,,,0,16,214,2018-07-22 18:01:38,Condominium,1150.0,862.0,,,,20009.0,,38.923479240000006,-77.046001685,Mt. Pleasant,036 B Mt. Pleasant,3900.0,,Ward 1,2547.0,-77.04600398189135,38.923486696161135,NW
1,0,Hot Water Rad,N,1.0,6,3,1936.0,,1957,2.0,2007-12-19 00:00:00,,U,1,1236.0,1,2 Story,Single,Above Average,Average,Common Brick,Slate,Hardwood,1.0,1,12,5208,2018-07-22 18:01:43,Residential,,,501 UNDERWOOD STREET NW,WASHINGTON,DC,20012.0,18S UJ 24989 15256,38.96880867,-77.02013197,Brightwood,006 D Brightwood,1901.0,001901 4000,Ward 4,3195.0,-77.02058513240223,38.9693416813637,NW
1,0,Forced Air,Y,,3,0,1974.0,1981.0,1974,,2013-06-19 00:00:00,240000.0,Q,1,,1,,,,,,,,,0,17,84,2018-07-22 18:01:38,Condominium,2018.0,405.0,,,,20037.0,,38.90150174,-77.04803324,Foggy Bottom,,10800.0,,Ward 2,75.0,-77.04803553447918,38.90150952878808,NW
1,0,Ht Pump,Y,,4,2,2016.0,,2016,,2017-08-22 00:00:00,243400.0,U,2,,1,,,,,,,,,0,17,97,2018-07-22 18:01:38,Condominium,5309.0,915.0,,,,20001.0,,38.90659285,-77.02640222,Old City 2,040 C Old City 2,4902.0,,Ward 2,340.0,-77.02640450691715,38.906600300192615,NW
2,1,Forced Air,Y,1.0,7,3,2013.0,,2015,3.0,2014-06-30 00:00:00,279900.0,Q,2,1485.0,1,3 Story,Row End,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,11,2517,2018-07-22 18:01:43,Residential,,,1419 TOBIAS DRIVE SE,WASHINGTON,DC,20020.0,18S UJ 27875 02019,38.85017056,-76.98351109999999,Randle Heights,043 D Randle Heights,7404.0,007404 2002,Ward 8,5885.0,-76.98330683438438,38.84982004244947,SE
2,1,Hot Water Rad,N,1.0,8,4,1914.0,,1960,3.0,,,U,1,1808.0,1,2.5 Story Fin,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,11,1892,2018-07-22 18:01:43,Residential,,,1635 HOBART STREET NW,WASHINGTON,DC,20009.0,18S UJ 23292 10772,38.9280861,-77.03855393,Mt. Pleasant,036 B Mt. Pleasant,2702.0,002702 2006,Ward 1,2591.0,-77.03845102459094,38.928040160095016,NW
1,0,Forced Air,Y,,4,1,1974.0,2005.0,1974,,2005-07-14 00:00:00,336900.0,Q,1,,1,,,,,,,,,0,16,1565,2018-07-22 18:01:38,Condominium,1635.0,815.0,,,,20018.0,,38.92131335,-76.987047735,Brentwood,005 A Brentwood,9102.0,,Ward 5,3953.0,-76.98705001113365,38.921320808392686,NE
2,0,Hot Water Rad,N,1.0,10,5,1935.0,,1960,2.0,,,U,1,1628.0,1,2 Story,Row End,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1.0,2,11,1959,2018-07-22 18:01:43,Residential,,,3927 BENTON STREET NW,WASHINGTON,DC,20007.0,18S UJ 19826 10049,38.92086937,-77.07832126,Glover Park,,300.0,000300 2000,Ward 3,1810.0,-77.07769628367474,38.92160942896461,NW
2,1,Forced Air,Y,1.0,10,3,2009.0,,2014,3.0,2009-10-13 00:00:00,377745.0,Q,1,1396.0,1,3 Story,Row Inside,Very Good,Excellent,Common Brick,Neopren,Hardwood/Carp,1.0,0,11,881,2018-07-22 18:01:43,Residential,,,1017 5TH STREET SE,WASHINGTON,DC,20003.0,18S UJ 26523 05146,38.87806168,-76.99987357,Old City 1,039 E Old City 1,7200.0,007200 1021,Ward 6,825.0,-77.00010104834432,38.87788382868006,SE
3,2,Warm Cool,Y,1.0,12,4,1972.0,,1989,3.0,1999-04-01 00:00:00,,U,1,2656.0,1,2 Story,Single,Excellent,Average,Common Brick,Built Up,Hardwood,1.0,0,15,6408,2018-07-22 18:01:43,Residential,,,5401 MACARTHUR BOULEVARD NW,WASHINGTON,DC,20016.0,18S UJ 17497 11002,38.92896754,-77.10542204,Kent,030 B Kent,901.0,000901 1016,Ward 3,1440.0,-77.10542823924379,38.929354309733725,NW
1,0,Hot Water Rad,N,1.0,7,3,1925.0,,1957,1.5,,,U,1,1040.0,1,1.5 Story Fin,Single,Above Average,Average,Wood Siding,Comp Shingle,Hardwood,1.0,1,12,4686,2018-07-22 18:01:43,Residential,,,1311 KEARNY STREET NE,WASHINGTON,DC,20017.0,18S UJ 27701 10948,38.93055018,-76.98775758,Brookland,007 D Brookland,9301.0,009301 4009,Ward 5,3961.0,-76.98724183889121,38.93040354157095,NE
1,0,Warm Cool,Y,,4,2,1978.0,,1978,,2003-12-02 00:00:00,153000.0,Q,1,,1,,,,,,,,,0,16,2463,2018-07-22 18:01:38,Condominium,3032.0,956.0,,,,20018.0,,38.92593807,-76.96284164,Fort Lincoln,,9000.0,,Ward 5,4326.0,-76.96284390490514,38.92594552939342,NE
2,1,Warm Cool,Y,1.0,6,3,2001.0,,2004,2.0,2004-08-11 00:00:00,111000.0,Q,1,1364.0,1,2 Story,Row Inside,Above Average,Average,Vinyl Siding,Comp Shingle,Carpet,1.0,0,11,2204,2018-07-22 18:01:43,Residential,,,4005 COLE BOULEVARD SE,WASHINGTON,DC,20032.0,18S UJ 27215 00360,38.83509734,-76.99070048,Congress Heights,016 C Congress Heights,9700.0,009700 1007,Ward 8,5920.0,-76.98949798805309,38.83535155548781,SE
1,1,Hot Water Rad,N,1.0,8,3,1920.0,,1947,2.0,1992-02-28 00:00:00,120000.0,Q,1,1541.0,1,2 Story,Single,Above Average,Average,Wood Siding,Comp Shingle,Hardwood,1.0,1,12,4000,2018-07-22 18:01:43,Residential,,,4417 ILLINOIS AVENUE NW,WASHINGTON,DC,20011.0,18S UJ 24934 12607,38.94493805,-77.02008254,Petworth,042 B Petworth,2400.0,002400 2017,Ward 4,3222.0,-77.01972499709498,38.944747078793284,NW
1,0,Ht Pump,Y,,4,2,1900.0,1982.0,1900,,2014-08-12 00:00:00,600000.0,Q,2,,1,,,,,,,,,1,16,1007,2018-07-22 18:01:38,Condominium,1126.0,1099.0,,,,20009.0,,38.91954924,-77.04711099,Kalorama,029 C Kalorama,4001.0,,Ward 1,2540.0,-77.04711328279454,38.9195567005216,NW
2,1,Warm Cool,Y,1.0,8,3,1937.0,2010.0,1967,2.0,,,U,1,1912.0,1,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,12,2453,2018-07-22 18:01:43,Residential,,,4626 38TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 20205 13334,38.95052718,-77.07480859999998,Wakefield,,1200.0,001200 1014,Ward 3,1841.0,-77.07485812172736,38.95012735161289,NW
1,0,Ht Pump,Y,,4,1,1953.0,2003.0,1953,,2003-06-24 00:00:00,193100.0,Q,1,,1,,,,,,,,,0,17,492,2018-07-22 18:01:38,Condominium,2573.0,539.0,,,,20003.0,,38.88588453,-76.98195422,Old City 1,039 A Old City 1,6802.0,,Ward 6,1088.0,-76.98195649389083,38.88589198106785,SE
2,1,Forced Air,Y,1.0,7,3,1923.0,2006.0,1967,1.0,2005-11-03 00:00:00,,U,1,936.0,1,Split Foyer,Single,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,12,2756,2018-07-22 18:01:43,Residential,,,4324 ALABAMA AVENUE SE,WASHINGTON,DC,20019.0,18S UJ 31929 04543,38.873686299999996,-76.93743986,Fort Dupont Park,022 C Fort Dupont Park,9902.0,009902 1001,Ward 7,5381.0,-76.93778649377822,38.87369375380033,SE
4,0,Hot Water Rad,Y,4.0,12,4,1932.0,,1954,2.0,2018-05-15 00:00:00,,U,5,3124.0,1,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4.0,0,23,2636,2018-07-22 18:01:43,Residential,,,1322 ORREN STREET NE,WASHINGTON,DC,20002.0,18S UJ 27856 07964,38.90370641,-76.98522412,Trinidad,052 B Trinidad,8802.0,008802 2003,Ward 5,4062.0,-76.9846425870839,38.90337070255342,NE
2,0,Forced Air,Y,2.0,7,4,1926.0,2005.0,1964,2.0,2013-01-03 00:00:00,,U,1,893.0,1,1 Story,Single,Average,Good,Vinyl Siding,Comp Shingle,Wood Floor,2.0,1,24,4830,2018-07-22 18:01:43,Residential,,,125 DIVISION AVENUE NE,WASHINGTON,DC,20019.0,18S UJ 32814 06527,38.89172107,-76.92772049999998,Deanwood,018 C Deanwood,7808.0,007808 1010,Ward 7,5242.0,-76.92689128183075,38.890990404329905,NE
2,0,Ht Pump,Y,,4,2,1980.0,2006.0,1980,,2015-06-10 00:00:00,728000.0,Q,3,,1,,,,,,,,,0,16,694,2018-07-22 18:01:38,Condominium,2754.0,1084.0,,,,20007.0,,38.90662024,-77.06433025,Georgetown,025 E Georgetown,202.0,,Ward 2,1218.0,-77.0643325430608,38.90662768965289,NW
1,1,Warm Cool,Y,1.0,6,3,1940.0,,1954,2.0,,,U,1,952.0,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,11,1360,2018-07-22 18:01:43,Residential,,,4220 GAULT PLACE NE,WASHINGTON,DC,20019.0,18S UJ 31604 07386,38.89922429999999,-76.94188159,Deanwood,018 A Deanwood,7803.0,007803 1006,Ward 7,5093.0,-76.94164213059967,38.89921021877233,NE
2,0,Forced Air,Y,,4,2,1960.0,1979.0,1960,,2009-09-22 00:00:00,,U,1,,1,,,,,,,,,0,17,1148,2018-07-22 18:01:38,Condominium,2430.0,1027.0,,,,20007.0,,38.92528467,-77.08024404,Glover Park,,702.0,,Ward 3,1709.0,-77.0802463436271,38.9252921254426,NW
4,1,Warm Cool,Y,1.0,7,4,1940.0,1996.0,1972,2.0,2011-07-21 00:00:00,1350000.0,Q,1,3164.0,1,2 Story,Single,Very Good,Average,Common Brick,Slate,Hardwood/Carp,1.0,3,12,7500,2018-07-22 18:01:43,Residential,,,3808 WOODLEY ROAD NW,WASHINGTON,DC,20016.0,18S UJ 20160 11259,38.93183706,-77.07478507,Cleveland Park,,701.0,000701 1006,Ward 3,1816.0,-77.07494598457805,38.931286583586534,NW
1,2,Warm Cool,Y,1.0,7,3,1923.0,,1950,2.0,2014-10-01 00:00:00,950000.0,Q,4,1732.0,1,2 Story,Single,Good Quality,Average,Wood Siding,Comp Shingle,Hardwood,1.0,1,12,5599,2018-07-22 18:01:43,Residential,,,3525 PORTER STREET NW,WASHINGTON,DC,20016.0,18S UJ 20577 11882,38.93752914,-77.07014504,Cleveland Park,,600.0,000600 4005,Ward 3,1957.0,-77.0703303717641,38.937717308260005,NW
1,0,Forced Air,N,1.0,7,2,1927.0,2010.0,1954,2.0,2009-10-02 00:00:00,218000.0,U,1,1072.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,2584,2018-07-22 18:01:43,Residential,,,605 HAMILTON STREET NW,WASHINGTON,DC,20011.0,18S UJ 24924 13535,38.95330091,-77.02043423,Petworth,042 B Petworth,2101.0,002101 3003,Ward 4,3210.0,-77.02094351121221,38.953661806108656,NW
4,1,Warm Cool,Y,1.0,10,4,1931.0,,1969,2.25,2015-06-04 00:00:00,,U,2,1663.0,1,2.5 Story Fin,Single,Good Quality,Very Good,Stucco,Comp Shingle,Hardwood,1.0,1,12,6000,2018-07-22 18:01:43,Residential,,,3717 LEGATION STREET NW,WASHINGTON,DC,20015.0,18S UJ 20476 14632,38.96227571,-77.07202613,Chevy Chase,011 B Chevy Chase,1401.0,001401 1013,Ward 3,1869.0,-77.07239665542295,38.962841458243545,NW
1,0,Ht Pump,Y,,3,1,1991.0,,1991,,2003-10-08 00:00:00,321000.0,Q,1,,1,,,,,,,,,0,17,92,2018-07-22 18:01:38,Condominium,3037.0,539.0,,,,20004.0,,38.894305215,-77.02246239,Central-tri 3,,5800.0,,Ward 2,408.0,-77.0224646788489,38.894312662820994,NW
2,0,Forced Air,Y,1.0,6,3,1900.0,2008.0,1964,2.0,2009-01-09 00:00:00,216000.0,U,1,1400.0,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,11,1236,2018-07-22 18:01:43,Residential,,,1314 1/2 5TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24925 08470,38.907686299999995,-77.01912987,Old City 2,040 B Old City 2,4802.0,004802 2000,Ward 6,480.0,-77.0195028811362,38.90798323543272,NW
2,0,Forced Air,Y,,4,2,1964.0,1980.0,1964,,2018-05-29 00:00:00,,U,4,,1,,,,,,,,,0,17,1101,2018-07-22 18:01:38,Condominium,1080.0,1056.0,,,,20008.0,,38.94449932,-77.06124775,Forest Hills,,1302.0,,Ward 3,2049.0,-77.06125006503939,38.944506775932226,NW
1,0,Warm Cool,Y,1.0,6,3,1950.0,,1963,1.0,,,U,1,1155.0,1,1 Story,Single,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,12,3870,2018-07-22 18:01:43,Residential,,,6718 14TH PLACE NW,WASHINGTON,DC,20012.0,18S UJ 23920 15605,38.97173382,-77.03255688,Brightwood,006 A Brightwood,1804.0,001804 1002,Ward 4,2783.0,-77.03230848969667,38.97182443407886,NW
1,1,Warm Cool,Y,1.0,7,3,1952.0,,1964,2.0,2018-06-04 00:00:00,410000.0,Q,2,1188.0,1,2 Story,Row End,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,11,2092,2018-07-22 18:01:43,Residential,,,4901 7TH PLACE NE,WASHINGTON,DC,20017.0,18S UJ 27065 12944,38.94839743,-76.99559762,Brookland,007 B Brookland,9509.0,009509 2002,Ward 5,3787.0,-76.99541617110971,38.94877200945439,NE
2,1,Forced Air,Y,,7,4,1994.0,,1994,,,,U,1,,1,,,,,,,,,0,16,2101,2018-07-22 18:01:38,Condominium,3033.0,1712.0,,,,20019.0,,38.90010958,-76.95084136,Lily Ponds,032 B Lily Ponds,9602.0,,Ward 7,5043.0,-76.95084361892722,38.90011703936007,NE
1,1,Forced Air,N,1.0,7,3,1954.0,1970.0,1954,2.0,2012-12-07 00:00:00,,U,1,1088.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Shake,Carpet,1.0,1,13,3111,2018-07-22 18:01:43,Residential,,,712 HAMILTON STREET NE,WASHINGTON,DC,20011.0,18S UJ 27100 13643,38.95469871,-76.99537365,Riggs Park,,9508.0,009508 2005,Ward 5,3751.0,-76.9957200432757,38.95503803033781,NE
2,1,Forced Air,Y,1.0,7,3,2007.0,,2011,2.0,2007-03-22 00:00:00,456497.0,Q,1,1460.0,1,2 Story,Row Inside,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood,1.0,1,11,2740,2018-07-22 18:01:43,Residential,,,3258 ROBERT CLIFTON WEAVER WAY NE,WASHINGTON,DC,20018.0,18S UJ 30186 10046,38.92291111,-76.95888002,Fort Lincoln,,9000.0,009000 1010,Ward 5,4325.0,-76.95977324227054,38.925077248824046,NE
1,0,Hot Water Rad,N,,3,1,1926.0,1985.0,1900,,2014-01-15 00:00:00,312000.0,Q,1,,1,,,,,,,,,0,17,135,2018-07-22 18:01:38,Condominium,2258.0,567.0,,,,20005.0,,38.90471158,-77.02764905500003,Old City 2,040 C Old City 2,5002.0,,Ward 2,315.0,-77.02765134030868,38.90471902958265,NW
1,0,Forced Air,Y,,3,1,2008.0,,2008,,2009-04-17 00:00:00,139115.0,U,1,,1,,,,,,,,,0,17,5,2018-07-22 18:01:38,Condominium,2898.0,666.0,,,,20001.0,,38.90314058,-77.01777614,Old City 2,040 B Old City 2,4701.0,,Ward 6,515.0,-77.01777842507026,38.90314803223472,NW
1,0,Hot Water Rad,N,,3,1,1940.0,2003.0,1940,,2004-06-03 00:00:00,200000.0,Q,1,,1,,,,,,,,,0,16,558,2018-07-22 18:01:38,Condominium,2590.0,644.0,,,,20007.0,,38.92405916,-77.07906833,Glover Park,,702.0,,Ward 3,1807.0,-77.0790706336652,38.92406661576308,NW
2,0,Forced Air,Y,,4,2,2012.0,,2012,,2013-07-24 00:00:00,,U,1,,1,,,,,,,,,0,16,785,2018-07-22 18:01:38,Condominium,4059.0,1289.0,,,,20001.0,,38.90656811,-77.01740624,Old City 2,040 B Old City 2,4802.0,,Ward 6,513.0,-77.01740852044293,38.906575565443504,NW
1,1,Hot Water Rad,N,1.0,6,3,1926.0,2002.0,1978,2.0,2009-12-21 00:00:00,785000.0,U,1,1520.0,1,2 Story,Semi-Detached,Excellent,Good,Common Brick,Slate,Hardwood,1.0,1,13,2541,2018-07-22 18:01:43,Residential,,,4106 JENIFER STREET NW,WASHINGTON,DC,20015.0,18S UJ 19704 14267,38.95883042,-77.08083549999998,Chevy Chase,011 A Chevy Chase,1100.0,001100 2013,Ward 3,1741.0,-77.0812082885452,38.958632922490224,NW
1,0,Ht Pump,Y,,2,0,1917.0,2014.0,1919,,2018-05-01 00:00:00,299900.0,Q,3,,1,,,,,,,,,0,17,91,2018-07-22 18:01:38,Condominium,4145.0,362.0,,,,20009.0,,38.91494815,-77.03545213,Old City 2,040 E Old City 2,4300.0,,Ward 2,191.0,-77.03545443530626,38.91495560890717,NW
2,1,Forced Air,Y,1.0,6,3,1915.0,2010.0,1964,2.0,2013-07-29 00:00:00,620000.0,Q,1,1292.0,1,2 Story,Row Inside,Average,Good,Wood Siding,Metal- Sms,Hardwood,1.0,1,11,1404,2018-07-22 18:01:43,Residential,,,1106 PARK STREET NE,WASHINGTON,DC,20002.0,18S UJ 27313 06784,38.89297491,-76.99118422,Old City 1,039 K Old City 1,8100.0,008100 2007,Ward 6,987.0,-76.99093892595322,38.89296027948464,NE
3,1,Forced Air,Y,1.0,7,4,1912.0,2012.0,1967,2.0,2012-08-02 00:00:00,707500.0,Q,1,1360.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,11,1400,2018-07-22 18:01:43,Residential,,,1722 2ND STREET NW,WASHINGTON,DC,20001.0,18S UJ 25351 09151,38.91389922,-77.01439552,Eckington,019 A Eckington,3400.0,003400 2028,Ward 5,3098.0,-77.0148268462389,38.91390667989681,NW
3,1,Warm Cool,Y,2.0,9,4,1917.0,2012.0,1967,2.0,2016-09-01 00:00:00,1900000.0,Q,3,2718.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2.0,4,24,2422,2018-07-22 18:01:43,Residential,,,1310 21ST STREET NW,WASHINGTON,DC,20036.0,18S UJ 22510 08523,38.90767725,-77.04698475,Central-tri 1,,5500.0,005500 4002,Ward 2,69.0,-77.04777818175225,38.90780341631853,NW
1,0,Hot Water Rad,N,1.0,5,3,1930.0,2006.0,1957,2.0,2012-10-31 00:00:00,,U,1,1240.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,11,1464,2018-07-22 18:01:43,Residential,,,571 23RD PLACE NE,WASHINGTON,DC,20002.0,18S UJ 28900 07281,38.89775475,-76.97301508,Old City 1,039 H Old City 1,7903.0,007903 1002,Ward 7,4516.0,-76.97342517992223,38.89707482384462,NE
1,0,Ht Pump,Y,,3,1,1911.0,1985.0,1911,,,,U,1,,1,,,,,,,,,0,16,164,2018-07-22 18:01:38,Condominium,1150.0,609.0,,,,20009.0,,38.923479240000006,-77.046001685,Mt. Pleasant,036 B Mt. Pleasant,3900.0,,Ward 1,2547.0,-77.04600398189135,38.923486696161135,NW
1,0,Warm Cool,N,1.0,6,2,1947.0,,1957,2.0,2010-07-20 00:00:00,53500.0,U,1,800.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,13,2012,2018-07-22 18:01:43,Residential,,,3451 23RD STREET SE,WASHINGTON,DC,20020.0,18S UJ 28878 01562,38.84624857,-76.97184562,Randle Heights,043 C Randle Heights,7409.0,007409 2000,Ward 8,5897.0,-76.97229199952855,38.84564865353426,SE
1,0,Warm Cool,Y,1.0,6,3,1942.0,1969.0,1943,2.0,,,U,1,1016.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,13,2461,2018-07-22 18:01:43,Residential,,,97 DARRINGTON STREET SW,WASHINGTON,DC,20032.0,18S UH 25520 99519,38.82718929,-77.00999961,Congress Heights,016 A Congress Heights,9807.0,009807 2005,Ward 8,6223.0,-77.01066632890995,38.82683317818867,SW
1,0,Hot Water Rad,N,1.0,7,3,1939.0,,1954,2.0,2006-07-19 00:00:00,,U,1,1320.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1.0,1,13,2833,2018-07-22 18:01:43,Residential,,,5068 CENTRAL AVENUE SE,WASHINGTON,DC,20019.0,18S UJ 32818 06212,38.88888138,-76.92760385,Deanwood,018 C Deanwood,9903.0,009903 2005,Ward 7,5286.0,-76.92718819654576,38.88902724393391,SE
4,0,Forced Air,Y,1.0,10,4,1925.0,2014.0,1978,2.0,2014-10-23 00:00:00,608000.0,Q,4,1680.0,1,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,1,11,1790,2018-07-22 18:01:43,Residential,,,408 EMERSON STREET NW,WASHINGTON,DC,20011.0,18S UJ 25129 13142,38.94980241,-77.01797324,Petworth,042 C Petworth,2202.0,002202 3007,Ward 4,3251.0,-77.0185114736381,38.949255378776655,NW
1,0,Hot Water Rad,N,1.0,6,3,1932.0,,1943,2.0,,,U,1,1122.0,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,11,1683,2018-07-22 18:01:43,Residential,,,63 LONGFELLOW STREET NW,WASHINGTON,DC,20011.0,18S UJ 25721 14023,38.95784997,-77.01136668,Chillum,,2102.0,002102 1003,Ward 4,3388.0,-77.01055435031081,38.95810353699205,NW
1,1,Hot Water Rad,N,1.0,7,4,1917.0,2010.0,1957,2.5,,,U,1,2179.0,1,2.5 Story Fin,Single,Above Average,Average,Wood Siding,Comp Shingle,Hardwood,1.0,1,12,7525,2018-07-22 18:01:43,Residential,,,805 RITTENHOUSE STREET NW,WASHINGTON,DC,20011.0,18S UJ 24572 14861,38.96517195,-77.02483886,Brightwood,006 C Brightwood,1901.0,001901 3005,Ward 4,2980.0,-77.0250197806367,38.96573638840831,NW
2,1,Forced Air,Y,1.0,6,3,1900.0,2006.0,1964,2.0,2013-04-04 00:00:00,645000.0,Q,1,1365.0,1,2 Story,Row End,Average,Good,Common Brick,Built Up,Hardwood,1.0,1,11,1307,2018-07-22 18:01:43,Residential,,,933 5TH STREET NE,WASHINGTON,DC,20002.0,18S UJ 26636 07804,38.90201945,-76.9992435,Old City 1,039 L Old City 1,10600.0,010600 2047,Ward 6,831.0,-76.99910869911281,38.90196560166197,NE
3,0,Forced Air,Y,3.0,8,3,1950.0,2010.0,1969,2.0,2007-03-02 00:00:00,,U,1,1440.0,1,2 Story,Multi,Average,Good,Common Brick,Built Up,Hardwood,3.0,0,23,3500,2018-07-22 18:01:43,Residential,,,519 55TH STREET NE,WASHINGTON,DC,20019.0,18S UJ 33359 07041,38.89645686,-76.92157436,Deanwood,018 C Deanwood,7807.0,007807 2008,Ward 7,5225.0,-76.92114952785859,38.896530828216775,NE
1,0,Ht Pump,Y,,3,1,2005.0,,2005,,2013-10-29 00:00:00,,U,1,,1,,,,,,,,,0,16,323,2018-07-22 18:01:38,Condominium,3080.0,630.0,,,,20012.0,,38.97565024,-77.01879661,Brightwood,006 D Brightwood,1702.0,,Ward 4,3187.0,-77.01879889981652,38.975657710136375,NW
2,1,Forced Air,Y,2.0,7,3,1920.0,1975.0,1960,2.0,2015-05-05 00:00:00,820000.0,Q,3,1246.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Carpet,2.0,1,24,828,2018-07-22 18:01:43,Residential,,,602 1/2 E STREET NE,WASHINGTON,DC,20002.0,18S UJ 26712 07163,38.89626787,-76.99820435,Old City 1,039 K Old City 1,8302.0,008302 1009,Ward 6,861.0,-76.99726908077133,38.89664108081017,NE
4,1,Forced Air,N,1.0,9,6,1931.0,1983.0,1972,2.5,2010-05-27 00:00:00,700000.0,U,1,4662.0,1,2.5 Story Fin,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,12,15550,2018-07-22 18:01:43,Residential,,,3514 15TH STREET NE,WASHINGTON,DC,20017.0,18S UJ 27964 11270,38.93349555,-76.98480643,Brookland,007 D Brookland,9301.0,009301 4003,Ward 5,4007.0,-76.98553968658396,38.933503011983454,NE
